,salary,f_open,f_employed,f_selfemployed,f_unemployed,f_education,f_organization,f_datascientist,f_designer,f_developer,f_devops,f_engineer,f_scientist,f_years,f_yearspro,f_ambition,f_python,f_r,f_age,f_female,f_male,f_other
59866,50383.0,0,1,0,0,1,0,0,0,1,0,0,0,5,4,0,0,0,30,1,0,0
59867,10200.0,0,1,0,0,1,1,0,1,1,0,0,0,9,3,0,1,0,25,0,1,0
59868,120000.0,0,1,0,0,1,0,0,1,1,0,1,0,17,14,0,1,0,31,0,1,0
59871,14050.0,0,1,0,0,0,0,0,0,1,0,0,0,5,2,1,1,0,20,0,1,0
59872,80202.0,0,1,0,0,2,1,1,0,0,0,1,0,4,2,0,1,1,32,0,1,0
59875,50868.0,0,1,0,0,2,1,0,0,1,0,0,0,16,6,0,0,0,29,0,1,0
59877,112000.0,0,1,0,0,1,0,0,0,1,0,0,0,7,4,0,0,0,38,0,1,0
59878,32064.0,0,1,0,0,2,1,0,0,1,0,0,0,9,7,0,1,0,32,1,0,0
59881,22744.0,0,1,0,0,2,0,0,0,1,0,0,0,9,5,1,0,0,29,0,1,0
59882,60000.0,0,1,0,0,0,0,0,0,1,0,0,0,17,5,0,0,0,30,0,1,0
59884,15120.0,0,1,0,0,1,1,0,0,0,0,0,0,2,1,0,1,0,25,0,1,0
59885,60000.0,0,0,1,0,0,0,0,1,1,0,0,0,15,10,0,0,0,43,0,1,0
59886,49176.0,1,1,0,0,1,0,0,0,1,0,0,0,10,5,0,1,0,28,0,1,0
59888,155000.0,0,1,0,0,0,1,0,0,1,0,0,0,8,6,1,1,0,33,0,1,0
59889,86364.0,0,1,0,0,1,0,0,0,1,0,0,0,10,5,0,0,0,32,0,1,0
59890,54996.0,0,1,0,0,1,1,0,0,1,0,0,0,5,3,0,1,0,23,0,1,0
59891,22392.0,0,1,0,0,0,0,0,0,1,1,1,0,5,2,0,1,1,19,0,1,0
59894,238000.0,1,1,0,0,1,1,1,0,1,0,1,0,20,18,0,1,0,38,0,1,0
59897,14256.0,0,1,0,0,1,0,0,1,1,0,0,0,10,8,0,0,0,26,0,1,0
59903,108000.0,0,1,0,0,1,0,0,0,1,0,0,0,28,14,0,1,0,36,1,0,0
59905,3264.0,0,0,1,0,1,0,0,1,1,0,0,0,16,10,0,0,0,36,0,1,0
59910,34788.0,0,1,0,0,1,1,0,1,1,0,0,0,16,5,0,0,0,28,0,1,0
59912,70000.0,0,1,0,0,0,0,0,0,1,0,0,0,5,4,0,0,0,25,0,1,0
59914,7800.0,0,1,0,0,0,0,0,0,1,0,0,0,10,4,1,1,0,21,0,1,0
59916,100000.0,0,1,0,0,1,1,0,0,1,0,0,0,5,3,0,1,0,24,1,0,0
59917,16692.0,0,1,0,0,0,0,0,0,1,0,0,0,10,6,0,0,0,32,0,1,0
59919,3360.0,0,1,0,0,1,0,0,1,1,0,0,0,4,1,0,1,0,22,0,1,0
59922,42624.0,0,1,0,0,0,0,0,0,1,0,0,0,14,8,1,0,0,25,0,1,0
59923,75891.0,0,1,0,0,2,0,0,0,1,0,0,0,20,12,1,1,0,41,0,1,0
59924,74474.0,0,1,0,0,0,0,0,0,1,0,0,0,5,3,0,0,0,32,0,1,0
59926,34632.0,0,1,0,0,2,1,0,0,1,0,0,0,15,10,0,1,0,37,0,1,0
59928,25206.0,0,1,0,0,0,0,0,0,1,1,0,0,19,8,0,1,0,33,0,1,0
59929,109000.0,0,1,0,0,1,1,0,0,1,0,1,0,30,20,0,0,0,41,0,1,0
59930,73000.0,0,1,0,0,2,1,0,0,1,0,0,1,50,45,0,0,0,67,0,1,0
59931,145544.0,0,1,0,0,1,0,0,1,1,0,0,0,6,4,0,0,0,27,1,0,0
59933,54996.0,0,1,0,0,0,0,0,0,1,0,0,0,20,16,0,0,0,36,0,1,0
59934,87036.0,0,1,0,0,1,1,0,0,0,1,0,0,25,19,0,1,0,42,0,1,0
59938,48093.0,0,1,0,0,0,1,0,0,1,0,0,0,8,6,0,0,0,36,1,0,0
59939,53621.0,1,1,0,0,2,0,0,0,1,0,0,0,12,10,1,0,0,31,0,1,0
59940,4944.0,0,1,0,0,0,0,0,0,1,0,0,0,4,1,0,1,0,22,0,1,0
59942,32974.0,0,1,0,0,1,0,0,0,1,0,0,0,20,14,0,0,0,39,1,0,0
59943,9624.0,0,1,0,0,0,0,0,1,1,1,1,0,22,1,0,0,0,31,0,1,0
59944,180000.0,0,1,0,0,1,1,0,0,1,0,1,0,14,11,0,1,0,31,0,1,0
59945,68745.0,1,1,0,0,2,0,0,0,1,0,0,0,26,20,0,1,0,43,0,1,0
59946,61870.0,0,1,0,0,2,1,0,0,1,0,0,0,5,1,1,0,0,24,0,1,0
59947,8244.0,0,1,0,0,0,0,0,0,1,0,0,0,3,2,0,0,0,31,0,1,0
59948,68748.0,0,1,0,0,2,0,0,0,1,0,0,0,25,19,0,0,0,40,0,1,0
59950,91606.0,0,1,0,0,1,0,0,0,1,0,0,0,14,7,0,1,0,29,0,1,0
59951,72000.0,0,0,1,0,1,1,0,0,1,0,1,0,18,12,0,0,0,34,0,1,0
59952,42168.0,1,1,0,0,2,0,0,0,1,0,0,0,17,11,0,0,0,36,0,1,0
59953,250000.0,0,0,1,0,1,0,0,0,1,1,0,0,38,34,0,0,0,50,0,1,0
59956,4812.0,1,1,0,0,1,0,0,0,1,0,0,0,4,3,1,1,0,23,0,1,0
59957,29556.0,0,1,0,0,1,0,0,0,0,0,0,0,6,0,0,1,0,25,0,1,0
59958,40917.0,0,1,0,0,0,0,0,0,1,0,0,0,5,2,1,0,0,21,0,1,0
59959,100000.0,0,1,0,0,2,1,1,0,0,0,0,0,5,1,1,1,0,25,1,0,0
59960,87996.0,0,1,0,0,2,0,0,1,1,1,0,0,20,10,0,0,0,38,0,1,0
59961,3588.0,0,1,0,0,1,0,0,0,1,0,0,0,4,1,1,0,0,24,0,1,0
59964,41247.0,0,1,0,0,0,0,0,0,1,0,0,0,8,3,1,0,0,26,0,1,0
59965,64500.0,1,1,0,0,1,0,0,1,1,0,0,0,6,4,1,1,1,24,1,0,0
59966,18528.0,0,1,0,0,0,0,1,0,0,0,0,0,4,2,0,1,1,28,0,1,0
59967,94210.0,0,1,0,0,2,0,0,1,1,0,0,0,40,35,0,0,0,58,0,1,0
59968,162251.0,0,1,0,0,2,1,1,0,0,0,0,0,9,3,1,1,0,26,0,1,0
59969,100000.0,0,1,0,0,2,0,1,0,1,0,1,0,3,2,0,1,0,25,1,0,0
59970,64128.0,0,1,0,0,0,1,0,0,0,1,0,0,12,10,0,1,0,31,0,1,0
59971,29.0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,28,1,0,0
59974,82494.0,0,1,0,0,2,0,0,0,1,0,1,0,25,12,0,1,0,37,0,1,0
59975,54996.0,0,1,0,0,0,1,0,0,1,0,1,0,22,10,0,0,0,33,0,1,0
59976,18336.0,0,1,0,0,2,1,0,0,1,1,0,0,19,18,0,0,0,36,0,1,0
59977,20160.0,0,1,0,0,1,1,0,0,1,0,0,0,12,8,0,0,0,33,0,1,0
59980,3864.0,0,1,0,0,2,0,0,1,1,0,0,0,1,1,0,0,0,32,0,1,0
59981,2820.0,0,1,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,22,0,1,0
59982,100000.0,1,0,1,0,1,0,0,0,1,0,0,0,18,13,0,0,0,34,0,1,0
59984,13116.0,0,1,0,0,0,0,0,0,1,0,0,0,5,2,1,0,0,24,0,1,0
59986,137390.0,0,1,0,0,2,0,0,0,1,0,0,1,30,20,0,0,0,47,0,1,0
59987,11340.0,0,1,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,21,0,1,0
59989,16372.0,0,1,0,0,1,1,0,0,1,1,0,0,4,4,0,1,0,28,0,1,0
59992,66453.0,0,1,0,0,2,0,0,0,1,0,1,0,18,3,0,1,0,33,0,1,0
59995,57573.0,0,1,0,0,0,0,0,1,1,0,0,0,5,4,0,0,0,22,0,1,0
59997,6756.0,0,1,0,0,0,0,0,1,1,0,0,0,7,1,1,0,0,23,0,1,0
59998,453720.0,1,1,0,0,0,0,0,0,1,0,0,0,5,2,0,0,0,25,0,1,0
59999,30000.0,0,1,0,0,0,0,0,0,1,0,0,0,14,9,0,0,0,28,0,1,0
60002,74474.0,0,1,0,0,2,1,0,0,1,0,0,0,15,5,1,1,0,29,0,1,0
60003,96243.0,0,1,0,0,1,1,0,1,1,0,0,0,6,2,0,1,0,24,1,0,0
60004,74474.0,0,1,0,0,2,0,0,0,1,0,0,0,10,7,0,0,0,27,0,1,0
60006,110000.0,0,1,0,0,2,1,1,0,1,0,0,0,8,4,0,1,0,27,0,0,1
60008,120556.0,0,0,0,1,0,0,0,0,0,0,0,0,20,15,0,1,0,34,0,1,0
60009,54996.0,0,1,0,0,2,0,0,0,1,0,0,0,15,6,0,1,0,32,0,1,0
60011,30252.0,0,1,0,0,1,0,0,0,1,1,0,0,2,1,1,0,0,29,0,1,0
60012,91606.0,0,1,0,0,2,0,0,0,1,0,0,0,8,5,1,1,0,31,0,1,0
60013,545628.0,0,1,0,0,2,0,0,0,1,0,0,0,6,4,0,0,0,26,0,1,0
60015,110000.0,0,1,0,0,1,0,0,0,1,0,1,0,20,18,0,0,0,37,0,1,0
60018,183216.0,0,1,0,0,2,0,1,0,1,0,1,1,17,4,0,1,0,26,0,1,0
60020,100000.0,0,1,0,0,1,0,0,0,1,0,0,0,10,7,1,0,0,41,0,1,0
60021,68000.0,0,1,0,0,1,1,0,1,1,0,0,0,6,2,1,0,0,23,1,0,0
60022,105000.0,0,1,0,0,2,0,0,0,1,0,0,0,24,10,0,1,0,36,0,1,0
60025,82000.0,0,1,0,0,1,0,0,0,1,0,1,0,5,4,0,0,1,31,0,1,0
60026,56264.0,1,1,0,0,2,1,0,0,1,0,0,0,21,16,0,0,0,39,0,1,0
60028,111220.0,0,1,0,0,1,0,0,0,1,1,1,0,33,14,0,0,0,35,0,1,0
60029,54996.0,0,1,0,0,1,0,0,0,1,0,0,0,8,8,0,0,0,28,0,1,0
60031,108500.0,0,1,0,0,1,1,0,0,1,0,0,0,16,7,0,0,0,30,0,1,0
60032,107000.0,0,1,0,0,1,1,0,0,1,1,0,0,14,7,1,0,0,28,0,1,0
60035,96243.0,0,1,0,0,2,0,0,0,0,1,1,1,20,7,0,1,0,34,0,1,0
60036,90100.0,0,1,0,0,0,1,0,0,1,0,0,0,15,11,0,0,0,30,0,1,0
60038,23376.0,0,1,0,0,1,0,0,0,1,0,0,0,3,2,0,0,0,24,0,1,0
60039,2856.0,0,1,0,0,2,0,0,0,1,0,0,0,3,1,1,0,0,24,0,1,0
60041,25980.0,1,1,0,0,0,0,0,0,1,0,0,0,5,4,1,1,0,29,0,1,0
60042,115000.0,0,1,0,0,1,1,0,0,1,0,0,0,9,5,0,1,0,26,0,1,0
60043,63016.0,0,1,0,0,2,0,0,0,1,0,0,0,6,4,0,0,0,31,0,1,0
60044,104000.0,0,1,0,0,1,1,0,0,1,0,0,0,35,26,0,0,0,44,0,1,0
60045,61071.0,0,1,0,0,1,0,1,0,1,0,0,0,8,3,0,1,0,24,0,1,0
60048,27492.0,0,1,0,0,1,0,0,0,1,0,0,0,6,2,0,0,0,26,0,1,0
60050,57250.0,1,1,0,0,2,0,0,0,0,0,0,0,3,2,0,1,1,24,0,1,0
60051,150000.0,0,1,0,0,2,0,1,0,1,0,0,1,24,12,1,1,0,35,0,1,0
60052,549960.0,0,1,0,0,1,0,0,0,1,0,0,0,7,2,0,0,0,24,0,1,0
60054,21996.0,0,1,0,0,1,0,0,0,1,1,0,0,8,4,0,1,0,25,0,1,0
60055,12924.0,0,1,0,0,0,0,0,0,1,0,0,0,6,1,0,1,0,24,0,1,0
60056,70000.0,0,1,0,0,0,0,0,0,1,0,0,0,5,4,0,1,0,40,0,0,1
60057,49267.0,0,1,0,0,0,1,0,0,0,0,0,0,5,3,0,0,0,32,0,1,0
60058,44088.0,0,0,1,0,1,0,0,0,1,0,0,0,19,9,0,1,1,30,0,1,0
60059,62000.0,0,1,0,0,0,1,0,0,1,0,0,0,5,2,0,1,0,22,1,0,0
60061,90672.0,0,1,0,0,2,1,0,0,1,0,0,0,7,7,0,0,0,29,0,1,0
60063,17652.0,0,1,0,0,2,0,0,0,1,0,1,0,7,3,0,0,0,26,1,0,0
60064,1260.0,0,1,0,0,1,0,0,0,0,0,0,0,6,0,1,1,0,40,0,1,0
60065,25123.0,0,1,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,20,0,1,0
60066,3888.0,0,0,1,0,1,0,0,0,1,1,0,0,10,6,0,0,0,29,0,1,0
60067,120000.0,0,1,0,0,2,0,0,0,1,0,0,0,3,3,1,0,0,27,1,0,0
60068,79740.0,0,1,0,0,2,0,0,1,1,0,0,0,20,10,1,0,0,33,0,1,0
60071,110000.0,0,1,0,0,1,1,0,0,1,0,0,0,9,4,0,0,0,27,0,1,0
60073,6888.0,0,1,0,0,1,0,0,0,1,0,0,0,8,4,1,0,0,24,1,0,0
60074,212000.0,1,1,0,0,1,1,0,0,1,0,0,0,24,20,0,1,0,43,0,1,0
60075,12132.0,0,1,0,0,0,1,0,0,1,0,0,0,4,1,0,0,0,21,0,1,0
60076,13200.0,0,1,0,0,0,0,0,0,1,0,0,0,5,0,1,1,0,20,0,1,0
60079,37416.0,0,1,0,0,1,1,0,0,1,0,0,0,10,5,0,0,0,27,1,0,0
60080,18012.0,1,1,0,0,1,0,0,0,1,0,0,0,7,5,1,1,0,31,0,1,0
60081,302244.0,0,1,0,0,1,0,1,0,1,0,0,0,7,2,0,1,0,23,0,1,0
60083,64138.0,0,1,0,0,1,1,0,0,1,0,0,0,14,10,0,0,0,33,0,1,0
60084,46284.0,0,1,0,0,0,0,0,0,1,0,0,0,7,2,0,1,0,26,1,0,0
60086,51036.0,0,1,0,0,0,0,0,0,1,0,0,0,24,19,0,0,0,43,0,1,0
60088,31620.0,0,1,0,0,1,0,0,0,1,0,0,0,8,2,0,0,0,24,0,0,1
60090,32712.0,0,1,0,0,0,0,0,1,1,0,0,0,3,1,0,0,0,25,0,1,0
60094,9420.0,1,1,0,0,2,1,0,1,1,0,0,0,5,2,1,0,0,24,0,1,0
60095,38142.0,0,1,0,0,0,1,0,0,1,0,0,0,6,4,0,0,0,27,0,1,0
60096,85000.0,0,1,0,0,1,1,0,0,1,0,0,0,5,1,1,1,0,22,0,1,0
60100,65000.0,0,1,0,0,0,0,0,0,1,1,0,0,12,5,0,0,0,29,0,1,0
60102,57744.0,0,1,0,0,2,0,0,0,1,0,0,1,12,5,0,0,0,27,0,1,0
60103,54000.0,0,1,0,0,0,1,0,0,1,0,0,0,5,2,0,0,0,25,0,1,0
60104,65000.0,1,1,0,0,0,0,0,0,0,0,0,0,11,5,0,1,0,24,0,1,0
60106,253612.0,0,1,0,0,1,1,0,1,1,0,0,0,16,5,0,1,0,27,0,1,0
60112,153000.0,0,1,0,0,1,0,0,0,1,0,0,0,7,7,1,0,0,29,0,1,0
60114,33840.0,0,1,0,0,0,1,0,0,1,0,0,0,7,1,0,0,0,21,0,1,0
60115,116000.0,0,1,0,0,1,1,0,0,1,0,0,0,5,3,0,1,0,36,1,0,0
60119,47105.0,0,1,0,0,0,1,0,0,1,0,0,0,19,19,0,0,0,44,0,1,0
60123,49726.0,0,1,0,0,0,0,0,0,1,0,0,0,10,3,0,0,0,25,0,1,0
60125,13428.0,1,1,0,0,2,0,0,0,1,0,0,0,10,7,0,0,0,30,0,1,0
60126,9095.0,0,1,0,0,1,0,0,0,1,0,1,0,6,3,0,1,0,24,0,1,0
60127,112000.0,0,1,0,0,1,0,0,0,1,0,0,0,12,5,0,1,0,26,0,1,0
60129,154000.0,0,1,0,0,2,0,0,0,1,1,1,0,20,2,0,1,0,31,0,1,0
60132,167000.0,1,1,0,0,1,0,0,0,1,0,0,0,12,12,1,1,1,31,0,1,0
60138,12372.0,1,1,0,0,0,1,0,0,1,0,0,0,6,1,0,0,0,19,0,1,0
60139,90000.0,0,1,0,0,0,0,0,0,1,0,0,0,8,6,0,0,0,30,0,1,0
60140,63016.0,0,1,0,0,2,0,0,0,1,0,0,0,8,4,0,1,1,31,0,1,0
60141,91660.0,0,1,0,0,0,0,0,0,1,1,1,0,20,17,0,0,0,39,0,1,0
60143,63016.0,0,1,0,0,2,0,0,0,1,0,0,0,12,10,1,0,0,33,0,1,0
60148,68745.0,1,1,0,0,0,1,0,0,1,0,0,0,23,18,0,1,0,42,0,1,0
60150,33400.0,0,1,0,0,0,1,0,1,1,0,0,0,10,4,0,0,0,25,0,1,0
60152,35376.0,1,1,0,0,0,1,0,0,1,0,0,0,7,4,0,0,0,23,0,1,0
60153,132564.0,0,0,1,0,0,0,0,1,1,0,0,0,16,16,0,0,0,48,0,1,0
60155,17186.0,0,0,1,0,2,0,0,0,0,0,1,0,14,5,0,1,0,41,0,1,0
60157,46752.0,0,1,0,0,1,1,0,0,1,0,0,0,13,9,0,1,0,28,0,1,0
60158,116868.0,1,1,0,0,0,0,0,0,1,1,0,0,13,8,0,1,0,23,0,1,0
60159,300000.0,0,1,0,0,0,1,0,0,1,0,1,0,22,20,0,0,0,40,0,1,0
60160,27252.0,0,1,0,0,2,0,0,0,1,0,0,0,8,4,0,0,0,25,0,1,0
60161,412464.0,0,1,0,0,2,0,0,0,1,0,0,0,22,18,0,0,0,42,0,1,0
60163,13536.0,0,1,0,0,1,0,0,0,1,0,0,0,10,2,0,0,0,23,0,1,0
60165,104000.0,0,1,0,0,2,0,0,0,1,0,0,0,10,6,0,1,0,29,0,1,0
60168,4332.0,0,0,1,0,0,0,0,1,1,0,0,0,4,1,0,0,0,26,0,1,0
60170,28344.0,0,1,0,0,0,1,0,0,1,0,0,0,4,3,0,0,0,22,0,1,0
60171,65424.0,0,1,0,0,0,1,0,0,1,1,1,0,23,20,0,0,0,39,0,1,0
60173,41244.0,0,1,0,0,1,0,0,0,0,0,0,0,6,4,1,1,0,25,0,1,0
60177,18456.0,0,1,0,0,0,0,0,0,1,0,0,0,5,4,0,0,0,28,0,1,0
60180,2748.0,0,1,0,0,0,0,0,1,1,0,0,0,5,2,1,1,0,18,0,1,0
60181,130847.0,0,0,1,0,1,0,0,0,1,1,0,0,25,15,0,0,0,36,0,1,0
60182,251868.0,1,1,0,0,1,1,0,0,0,0,0,0,10,7,1,0,0,29,0,1,0
60183,20989.0,1,1,0,0,1,1,0,0,1,0,1,0,10,6,1,1,0,27,0,1,0
60184,48120.0,0,1,0,0,1,0,0,0,1,0,0,0,32,24,0,0,0,46,0,1,0
60187,87036.0,0,1,0,0,1,1,0,0,1,0,0,0,28,18,0,0,0,46,0,1,0
60189,37810.0,0,1,0,0,0,1,0,0,1,0,1,0,8,4,1,1,0,21,0,1,0
60192,23688.0,0,1,0,0,2,0,0,0,1,0,0,0,7,2,0,0,0,29,0,1,0
60193,49044.0,0,1,0,0,2,1,0,0,1,0,0,0,3,2,0,0,0,28,0,1,0
60194,175000.0,0,1,0,0,0,1,0,0,1,0,1,0,20,15,0,0,0,42,0,1,0
60198,24000.0,0,1,0,0,1,0,0,0,1,0,0,0,8,7,1,0,0,29,0,1,0
60200,72000.0,0,1,0,0,1,0,0,0,1,0,0,0,8,1,1,1,0,22,0,1,0
60201,7696.0,1,1,0,0,1,0,0,1,1,1,0,0,4,4,1,0,0,27,0,1,0
60203,121560.0,0,1,0,0,2,0,0,0,1,1,1,0,12,8,0,0,0,27,0,1,0
60204,78508.0,0,1,0,0,0,1,0,0,0,0,1,0,25,20,0,0,0,42,0,1,0
60205,130000.0,0,1,0,0,0,1,0,0,1,0,0,0,20,18,0,0,0,45,0,1,0
60206,170000.0,0,1,0,0,1,1,0,0,1,0,0,0,8,2,0,1,0,22,0,1,0
60208,105993.0,1,1,0,0,2,0,0,0,1,0,1,0,12,11,0,1,0,29,0,1,0
60209,31403.0,0,1,0,0,1,0,0,0,1,0,0,0,3,3,1,0,0,28,0,1,0
60212,120000.0,0,1,0,0,1,0,0,0,1,0,0,0,25,23,1,0,0,51,0,1,0
60215,80000.0,0,1,0,0,1,0,0,0,0,0,0,0,4,1,0,1,0,31,0,1,0
60219,8316.0,1,0,1,0,1,0,0,0,1,0,0,0,15,12,0,0,0,38,0,1,0
60221,185000.0,0,1,0,0,1,0,0,0,1,0,0,0,8,4,0,0,0,26,0,1,0
60222,34680.0,0,1,0,0,2,0,0,0,1,0,0,0,5,3,0,0,0,30,0,1,0
60223,739404.0,0,1,0,0,2,0,0,0,1,0,0,0,10,4,0,0,0,25,0,1,0
60224,87789.0,0,1,0,0,1,1,0,0,1,1,1,0,24,18,1,1,0,32,0,1,0
60229,71966.0,0,1,0,0,0,0,0,0,1,0,0,0,18,15,1,0,0,32,0,1,0
60233,73405.0,0,1,0,0,2,0,0,0,1,0,0,0,13,4,0,0,0,26,0,1,0
60235,57287.0,0,1,0,0,2,1,0,0,1,0,0,0,21,21,0,0,0,46,0,1,0
60236,70120.0,0,1,0,0,1,0,0,1,1,0,0,0,5,4,1,0,0,22,0,1,0
60237,32064.0,0,1,0,0,0,1,0,0,1,0,0,0,3,2,0,0,0,27,0,1,0
60240,89368.0,0,1,0,0,1,0,0,0,1,0,0,0,9,5,0,0,0,43,0,1,0
60243,41244.0,0,1,0,0,0,0,0,0,1,0,0,0,13,6,1,0,0,30,0,1,0
60244,21996.0,1,1,0,0,2,0,0,0,1,0,0,0,11,5,0,1,0,25,0,1,0
60245,10092.0,0,1,0,0,0,1,0,0,1,0,0,0,4,2,0,1,0,26,0,1,0
60246,150000.0,0,1,0,0,2,1,0,0,1,0,0,0,25,23,0,0,0,41,0,1,0
60247,150000.0,0,1,0,0,1,1,0,0,1,0,0,0,11,5,0,0,0,27,0,1,0
60249,50771.0,0,1,0,0,1,0,0,1,1,0,0,0,18,5,0,0,0,37,0,1,0
60250,54996.0,0,1,0,0,1,1,1,0,0,0,0,0,10,3,0,1,1,24,0,1,0
60251,150000.0,0,1,0,0,0,1,0,0,1,0,0,0,35,20,0,0,0,44,0,1,0
60252,43000.0,0,1,0,0,0,0,0,0,1,0,0,0,16,10,0,0,0,35,1,0,0
60254,140000.0,0,1,0,0,2,0,0,0,1,0,0,1,13,9,1,1,0,33,0,1,0
60255,76716.0,0,1,0,0,2,1,0,0,1,0,0,0,7,3,0,0,0,26,0,1,0
60256,14040.0,0,1,0,0,0,0,0,0,1,0,0,0,7,5,1,1,0,20,0,1,0
60260,641580.0,0,1,0,0,1,1,0,0,1,0,0,0,10,2,0,0,0,27,0,1,0
60263,42624.0,1,1,0,0,1,0,0,0,1,1,0,0,9,3,0,0,0,28,0,1,0
60264,49500.0,0,1,0,0,1,1,0,0,1,0,0,0,8,2,0,0,0,22,0,1,0
60265,148400.0,0,1,0,0,1,0,0,0,1,0,0,0,20,12,0,1,0,33,1,0,0
60266,5700.0,0,1,0,0,2,1,0,1,1,0,0,0,8,8,1,1,0,28,0,1,0
60269,110000.0,0,1,0,0,1,1,0,0,1,1,0,0,25,14,0,0,0,35,0,1,0
60271,21612.0,0,1,0,0,1,1,0,0,1,0,1,0,17,10,1,1,1,33,0,1,0
60272,48120.0,0,1,0,0,1,0,0,0,1,0,0,0,20,18,0,1,0,48,0,1,0
60273,25559.0,1,1,0,0,1,1,1,0,1,0,0,0,7,19,0,0,0,29,0,1,0
60277,209000.0,0,1,0,0,1,1,0,0,1,0,1,0,41,35,0,0,0,57,0,1,0
60278,72530.0,0,1,0,0,1,0,0,1,1,1,1,0,9,6,0,0,0,27,0,1,0
60279,57000.0,0,1,0,0,2,0,0,0,1,1,1,0,10,8,0,1,0,33,0,1,0
60280,97449.0,0,1,0,0,2,0,0,0,1,0,0,0,28,19,0,0,0,44,0,1,0
60286,66002.0,0,1,0,0,2,0,1,0,0,0,0,0,8,5,0,1,1,30,0,1,0
60287,32784.0,0,1,0,0,1,0,0,0,1,0,1,0,17,15,0,0,0,32,0,1,0
60288,220000.0,0,1,0,0,1,1,0,0,1,0,0,0,9,4,0,1,0,26,0,1,0
60290,30095.0,0,1,0,0,1,1,0,0,1,0,0,0,6,2,0,1,0,22,0,1,0
60292,130000.0,0,1,0,0,2,0,0,0,1,0,0,0,6,4,1,0,0,26,0,1,0
60293,29000.0,0,1,0,0,2,1,0,0,0,0,0,0,8,5,0,1,0,24,0,1,0
60294,11304.0,1,1,0,0,0,0,1,0,1,0,0,0,11,2,1,1,0,23,0,1,0
60296,58881.0,1,1,0,0,2,0,1,0,1,0,1,0,16,4,1,0,0,26,0,1,0
60298,33696.0,0,1,0,0,1,0,1,0,1,0,0,0,15,7,0,1,0,28,0,1,0
60299,5947.0,0,1,0,0,1,1,0,0,1,0,0,0,6,7,0,0,0,22,0,1,0
60301,34485.0,0,1,0,0,1,0,0,1,1,0,0,0,5,3,0,0,0,23,0,1,0
60303,120000.0,0,1,0,0,1,0,0,0,1,0,0,0,6,5,0,0,0,30,0,1,0
60305,106874.0,0,1,0,0,2,1,0,1,1,0,0,0,35,30,0,0,0,56,0,1,0
60306,211553.0,0,1,0,0,0,1,0,0,1,0,0,0,15,12,0,1,0,32,0,1,0
60307,38616.0,0,1,0,0,1,0,0,0,1,0,1,0,6,2,0,0,0,24,0,1,0
60311,7100.0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,21,0,1,0
60314,5160.0,0,1,0,0,1,1,0,0,1,0,0,0,7,4,0,0,0,24,0,1,0
60315,96000.0,0,1,0,0,2,0,0,0,0,0,0,0,10,7,0,1,0,31,0,0,1
60318,54348.0,0,1,0,0,1,0,0,0,1,1,0,0,15,10,0,0,0,32,0,1,0
60320,45828.0,0,1,0,0,2,1,0,0,1,1,0,0,10,19,0,0,0,37,0,1,0
60322,33366.0,0,1,0,0,0,0,0,0,1,0,0,0,5,2,0,1,0,20,1,0,0
60323,66276.0,0,1,0,0,2,0,0,1,1,0,0,0,20,12,0,1,0,37,0,1,0
60324,82000.0,0,1,0,0,0,0,0,0,1,0,0,0,18,14,0,0,0,36,0,1,0
60325,28644.0,0,1,0,0,2,1,0,0,1,0,0,0,13,5,0,0,0,28,0,1,0
60329,14976.0,0,1,0,0,0,0,0,0,1,1,0,1,4,3,0,0,0,27,0,1,0
60330,57287.0,0,1,0,0,2,0,0,0,1,0,0,0,10,6,0,1,0,37,1,0,0
60332,103116.0,1,1,0,0,0,0,0,0,1,0,0,0,17,9,0,1,0,31,0,1,0
60333,20989.0,0,1,0,0,2,1,1,0,0,0,0,0,4,0,0,1,0,23,0,1,0
60336,190000.0,0,1,0,0,0,1,0,0,1,0,0,0,20,4,1,1,0,30,0,1,0
60339,12454.0,0,1,0,0,2,1,0,0,1,0,0,0,7,4,0,0,0,28,0,1,0
60340,23221.0,0,1,0,0,1,0,0,0,1,0,1,0,3,2,1,1,0,24,0,1,0
60342,108795.0,0,1,0,0,0,0,0,0,1,1,0,0,15,15,1,0,0,41,0,1,0
60344,240000.0,0,1,0,0,2,1,0,0,1,0,0,0,2,0,0,1,0,31,0,1,0
60345,83000.0,0,1,0,0,1,0,0,0,1,0,0,0,6,2,0,0,0,25,0,1,0
60346,57287.0,0,1,0,0,1,1,0,1,1,1,0,0,23,14,0,1,0,32,0,1,0
60348,5352.0,0,0,1,0,2,0,0,0,1,0,0,0,10,8,0,0,0,26,0,1,0
60349,98000.0,0,1,0,0,0,1,0,1,1,0,1,0,38,8,0,1,0,52,0,1,0
60350,27576.0,0,1,0,0,0,1,0,0,1,1,0,0,5,3,0,1,0,25,0,1,0
60352,32183.0,0,1,0,0,2,0,1,0,0,0,1,0,4,4,1,1,0,26,0,1,0
60355,3468.0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,19,0,0,1
